b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,location
-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,32
-200,-200,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200,32
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,32
-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,32
-200,-78,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,32
-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,32
-200,-78,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,22
-200,-71,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-73,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-72,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,22
-200,-74,-200,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,11
-200,-74,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200,11
-200,-70,-200,-200,-73,-200,-200,-82,-200,-200,-200,-200,-200,11
-200,-70,-200,-200,-81,-200,-200,-79,-200,-200,-200,-200,-200,11
-200,-69,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-67,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,11
-71,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,4
-68,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,4
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9
-200,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,9
-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-59,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-60,-200,-200,-78,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,12
-200,-82,-200,-200,-68,-200,-200,-83,-200,-200,-200,-200,-200,12
-200,-79,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200,12
-200,-200,-200,-200,-74,-200,-200,-79,-200,-200,-200,-200,-200,12
-200,-200,-200,-200,-200,-200,-200,-68,-200,-81,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-200,-72,-200,-80,-200,-200,-200,15
-200,-200,-200,-200,-78,-200,-200,-70,-200,-200,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,25
-200,-200,-200,-200,-77,-200,-200,-64,-200,-200,-200,-200,-200,25
-200,-200,-200,-200,-200,-200,-200,-200,-56,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-55,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-85,-200,-200,26
-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-75,-200,-200,26
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200,43
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-79,-200,43
-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-81,-81,43
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-82,-200,43
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81,-200,43
-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-66,-200,82
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,82
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-79,82
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200,82
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76,96
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81,96
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-61,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-62,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-71,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-67,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75,104
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,12
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,12
-200,-200,-200,-200,-72,-200,-84,-200,-200,-200,-200,-200,-200,12
-200,-80,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,12
-73,-198,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,13
-200,-72,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,8
-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,9
-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-76,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-76,-200,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,12
-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,13
-78,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200,13
-80,-198,-200,-200,-80,-200,-200,-79,-200,-200,-200,-200,-200,13
-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,13
-200,-74,-200,-200,-78,-200,-200,-81,-200,-200,-200,-200,-200,13
-200,-76,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,13
-200,-77,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-72,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11
-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-71,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-74,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-200,-200,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-83,-200,-200,-74,-200,-200,-75,-200,-200,-200,-200,-200,24
-200,-200,-200,-200,-72,-200,-200,-80,-200,-200,-200,-200,-200,24
-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,24
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-77,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,7
-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,8
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,17
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,17
-200,-78,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,17
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,27
-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,28
-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,28
-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,28
-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,35
-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,35
-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,35
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,36
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,36
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,36
-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,44
-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,44
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,44
-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,44
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,44
-200,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,45
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,50
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,50
-200,-80,-79,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,50
-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,50
-200,-200,-79,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,50
-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,50
-200,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,51
-200,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,51
-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,51
-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,51
-200,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,51
-200,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,51
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,57
-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,58
-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,58
-200,-69,-200,-86,-200,-87,-200,-200,-200,-200,-200,-200,-200,8
-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,8
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,8
-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,12
-78,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,12
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,12
-81,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200,12
-81,-198,-200,-200,-73,-84,-200,-77,-200,-200,-200,-200,-200,13
-81,-198,-200,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,13
-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,13
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,13
-79,-198,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,13
-78,-198,-200,-200,-73,-200,-200,-67,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-74,-78,-200,-71,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-76,-200,-200,-65,-200,-200,-200,-200,-200,14
-200,-85,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,15
-200,-200,-200,-200,-200,-77,-200,-73,-200,-81,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-200,-200,-60,-200,-200,-200,-200,2
-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,17
-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,27
-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,27
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,28
-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-75,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,0
-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,0
-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,0
-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,24
-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-84,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-74,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,23
-200,-80,-200,-200,-76,-200,-200,-81,-200,-200,-200,-200,-200,22
-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,22
-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-62,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-62,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-72,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-75,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-76,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,17
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,17
-200,-72,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-73,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-77,-200,-200,-78,-77,-200,-200,-200,-200,-200,-200,-200,32
-200,-200,-200,-200,-75,-78,-200,-200,-200,-200,-200,-200,-200,32
-200,-81,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,32
-200,-200,-200,-200,-73,-76,-200,-200,-200,-200,-200,-200,-200,32
-200,-200,-200,-200,-73,-77,-200,-200,-200,-200,-200,-200,-200,33
-200,-200,-200,-200,-72,-77,-200,-200,-200,-200,-200,-200,-200,33
-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,33
-200,-200,-200,-200,-75,-75,-200,-81,-200,-200,-200,-200,-200,33
-200,-200,-200,-200,-76,-76,-200,-200,-200,-200,-200,-200,-200,33
-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,34
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,34
-200,-200,-200,-200,-77,-78,-200,-200,-200,-200,-200,-200,-200,34
-200,-200,-200,-200,-78,-76,-200,-200,-200,-200,-200,-200,-200,34
-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,34
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-62,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-80,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,69
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,69
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,69
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,82
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63,-200,82
-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,16
-200,-200,-200,-200,-200,-200,-200,-200,-77,-75,-200,-200,-200,16
-200,-200,-200,-200,-200,-200,-200,-200,-78,-72,-200,-200,-200,16
-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,16
-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,16
-200,-200,-200,-200,-200,-200,-200,-200,-81,-77,-200,-200,-200,26
-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,26
-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200,-200,26
-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,26
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-61,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-59,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-64,-200,-200,56
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-82,91
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,91
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,91
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,96
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,96
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-85,96
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,102
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-81,102
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,102
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,102
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,102
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-64,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-60,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,103
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-59,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-62,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,104
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,104
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,83
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,83
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-78,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-82,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-80,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-57,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-57,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-56,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,89
-200,-200,-200,-200,-200,-75,-62,-200,-200,-200,-200,-200,-200,89
-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,89
-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,89
